id,userid,t,component,action,target,objectid,objecttable,courseid,relateduserid,extra_info,crud,assignment_id
167384867,136975,1574737228,mod_forum,created,post,930604.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101963"";s:7:""forumid"";s:5:""26781"";s:9:""forumtype"";s:7:""general"";}",c,
167384874,136975,1574737228,mod_forum,viewed,discussion,101963.0,forum_discussions,2060,,N;,r,
167384920,132723,1574737271,mod_forum,created,post,930606.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101317"";s:7:""forumid"";s:5:""26784"";s:9:""forumtype"";s:6:""single"";}",c,
167384921,132723,1574737271,mod_forum,viewed,course_module,26784.0,forum,2060,,N;,r,
167384958,132723,1574737314,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
167384972,136703,1574737334,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
167384973,136975,1574737337,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
167384986,136975,1574737350,mod_folder,viewed,course_module,1300.0,folder,2060,,N;,r,
167384997,93424,1574737357,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
167384998,132723,1574737358,mod_forum,viewed,course_module,26784.0,forum,2060,,N;,r,
167385013,93424,1574737368,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
167385019,132723,1574737371,mod_forum,viewed,course_module,26775.0,forum,2060,,N;,r,
167385031,138860,1574737385,mod_quiz,viewed,course_module,12841.0,quiz,2060,,N;,r,12841.0
167385034,136975,1574737386,mod_forum,viewed,course_module,26781.0,forum,2060,,N;,r,
167385042,136975,1574737391,mod_forum,viewed,discussion,101963.0,forum_discussions,2060,,N;,r,
167385040,132723,1574737391,mod_forum,viewed,course_module,26776.0,forum,2060,,N;,r,
167385056,132723,1574737402,mod_quiz,viewed,course_module,12838.0,quiz,2060,,N;,r,12838.0
167385071,138860,1574737409,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
167385086,138860,1574737430,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
167385103,93407,1574737437,mod_forum,created,post,930609.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101316"";s:7:""forumid"";s:5:""26783"";s:9:""forumtype"";s:6:""single"";}",c,
167385106,93407,1574737437,mod_forum,viewed,course_module,26783.0,forum,2060,,N;,r,
167385112,132723,1574737440,mod_forum,viewed,course_module,26781.0,forum,2060,,N;,r,
167385165,132723,1574737470,mod_forum,viewed,discussion,101963.0,forum_discussions,2060,,N;,r,
167385208,90396,1574737490,mod_forum,viewed,course_module,26782.0,forum,2060,,N;,r,
167385206,90396,1574737490,mod_forum,created,post,930612.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101315"";s:7:""forumid"";s:5:""26782"";s:9:""forumtype"";s:6:""single"";}",c,
167385216,50490,1574737496,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
167385217,93407,1574737496,mod_forum,viewed,course_module,26783.0,forum,2060,,N;,r,
167385375,90396,1574737569,mod_forum,viewed,course_module,26783.0,forum,2060,,N;,r,
167385383,132723,1574737580,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
167385405,86378,1574737606,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
167385432,50490,1574737627,mod_quiz,submitted,attempt,2397368.0,quiz_attempts,2060,50490.0,"a:2:{s:11:""submitterid"";s:5:""50490"";s:6:""quizid"";s:5:""12842"";}",u,12842.0
167385452,50490,1574737649,mod_quiz,viewed,course_module,12842.0,quiz,2060,,N;,r,12842.0
167385575,137038,1574737786,mod_forum,viewed,course_module,26781.0,forum,2060,,N;,r,
167385590,137038,1574737799,mod_forum,viewed,discussion,101963.0,forum_discussions,2060,,N;,r,
167385600,136805,1574737812,mod_folder,viewed,course_module,1299.0,folder,2060,,N;,r,
